x,y,l
-0.8898974602028225,0.13668559786745113,0
0.13242167068734875,0.057665673192070575,1
1.1254688016572612,-0.42751762142541266,1
1.5381583523759872,-0.2549696115988594,1
-0.2028110738014783,1.0104693151357764,0
-0.7568427890754214,0.28297813502647945,0
-0.675853546823824,0.7523522218323894,0
-1.0979224247278743,0.3432208078092645,0
0.9457066140903112,0.27519981359522,0
0.9793546829920434,0.01489145606524045,0
-0.8577731946783902,0.13416657021786077,0
0.6191582408352931,-0.43382830782812376,1
1.1746825973027557,-0.46884292486701934,1
1.8624777737908713,0.1043838175725324,1
-0.9262262229656787,0.6471546272513164,0
0.5411761475951848,-0.6595085708465722,1
0.9420954760906214,-0.6180234807940244,1
-1.1003605331661657,0.07805456362126273,0
1.2920106827147086,-0.35302972109334274,1
-0.02098891275604805,0.5099517750102598,1
1.957464132966084,0.497610664786197,1
0.8892600884360442,0.13120562598591962,0
-0.7878009605033762,0.4197745065628632,0
-0.923889722886357,0.678240903563215,0
0.5910169621063982,-0.2948317055000554,1
1.937585755103515,0.1597656464534153,1
-0.5561929606598972,0.7234148345690359,0
0.2111680002405451,0.019862801275011645,1
0.24115800450385855,0.8769784681049422,0
0.7190183936228178,-0.5523828762572798,1
0.7359978311189923,0.9704188542433534,0
-0.5956414050739471,0.7225717231470641,0
0.8734335445670176,0.0338947442418593,0
-0.6844351875830784,0.644464967130201,0
0.4202179253077665,0.6750915921963728,0
0.8782877232968789,-0.48521024977014315,1
0.119870300837885,0.22368432876445052,1
-0.7369715926309782,0.42317859292431276,0
0.8061916221427357,-0.299727800440402,1
1.54127022249539,-0.25755319096542917,1
0.1832212003087053,0.025594314419027195,1
0.7487713055238292,0.45334875257712415,0
-0.0022173596678775886,0.41943142531008426,1
1.9166167109786931,0.20435078244265464,1
1.5736635903794964,-0.2778427309609532,1
0.006806813978820537,0.19490823170822608,1
-0.7073691405465025,0.6976266339660531,0
-0.7315564436397937,0.2792339600221626,0
-0.05300157999731803,0.039450278882379175,1
0.36091705121118545,0.6647796476347014,0
-0.03770298748668538,0.4803540179556386,1
0.23799040682387396,-0.12975097849145162,1
1.281887683194581,-0.5276495367781289,1
0.4623781047491225,-0.4970080479088368,1
0.9764148777097491,0.4631218255916287,0
1.3536241709470596,-0.495168048344632,1
2.1492789034988005,0.5764361779982619,1
1.706139728616372,-0.260255014156235,1
0.8872783965450227,0.41251464683141614,0
1.9692829734522739,0.2754496003360995,1
0.5992016599547061,-0.407302957203701,1
-0.0864550154820684,0.9601839079153851,0
2.024349666619253,-0.036818267406174374,1
-0.1755502231431524,0.9469756297696986,0
0.988273461155629,-0.5825705681661972,1
-1.0073362117539444,-0.041897291039488256,0
0.9539507138994282,0.5560385506876553,0
0.8732447160571881,0.0344494420238389,0
0.04232061419729622,0.011821745409316686,1
2.005415136611642,0.27308560716657093,1
-0.5192435858459497,0.8185813542388424,0
-0.4255261334465266,0.9101595068098558,0
0.2126354858691092,0.8708793572842034,0
0.2964507536681202,0.8649565301920529,0
-0.8385876430082921,0.07638156911762109,0
1.7086850240274403,-0.3407359730070892,1
-0.9876572018869914,0.12222552038527079,0
0.7890770127967028,0.5997043527109265,0
-0.9545106615051586,0.46308529775870133,0
-0.8935594752042391,0.04594010281796021,0
1.2456040609944123,-0.4554493059261879,1
2.0481327292504328,0.45339443655888173,1
0.7602547321002537,0.34004398017494275,0
0.9786363421673159,0.23223270332867102,0
1.7206607413498487,-0.11168643511741615,1
-0.23495400290785778,0.19210166047010374,1
0.26307522636947245,0.766779576505767,0
1.234058137118848,-0.6631648713105083,1
0.38151353489568685,-0.2188724712326256,1
0.8271999241963085,-0.20396889530118748,1
0.21162222260459693,1.0159659438692932,0
1.9114045193013043,-0.10860070739759917,1
1.8632243759936262,0.027192442529507213,1
1.8687827636038512,0.34263759702040714,1
1.0349763452597625,0.4601871434234749,0
2.1016003113701864,0.39483785051682374,1
0.17005499706954796,1.0513869750504603,0
0.7419569230660055,0.7103706299084734,0
2.0600168430399206,0.4908117658274255,1
2.032432434266044,0.43701756739574815,1
-0.08876586739343575,0.9445612318935726,0
1.6710609703425112,-0.39425630765420444,1
1.6713246923866276,-0.4012036884836456,1
0.19299604500894407,0.824435693953986,0
0.6375097023338917,0.6521428923217747,0
0.6343389652359858,0.784109857433398,0
0.8135730923420826,0.6448493503609278,0
0.7235598633844129,-0.5491141110614851,1
2.11365355515624,0.37814741374092903,1
-0.9619242088202062,0.0029288554584587373,0
-0.21860033884941799,0.20535615678490837,1
-1.1676537315587452,-0.057376150494986906,0
-0.9868525442628329,0.26694169071451623,0
0.11496099029663193,0.9962336991927139,0
-1.1774212790620053,-0.16240646191192548,0
-0.15635495462337506,0.35693979446305174,1
-0.3081485229270198,0.8348233946998045,0
0.9519812008866773,0.41013140754079325,0
0.14348003781001767,-0.039666055722229185,1
0.5203105584426683,-0.3129743391522989,1
-0.8000221617481968,0.7229353297964897,0
0.9937191501931881,-0.7088400308117524,1
0.8598941751445329,0.20463912589172428,0
