x,y,l
-0.4913076310695066,0.8684356409077175,1
0.8855839922774078,0.07732726012988989,1
0.9274451533346614,0.37395920573780034,0
0.5826904796685731,0.8126941644330961,0
0.8639234171928353,0.5036232016357609,0
-0.16131186532364972,0.24988893036953863,1
0.06288423334907162,0.10059474843362681,1
0.3681245526846727,0.9297764858882535,0
0.902906435713674,0.08475882737908735,1
-0.3881364488135446,0.5404201393785122,1
1.0877852522924845,0.19098300562506088,1
0.7071067811865459,0.7071067811865491,0
0.10661115427525204,0.9943007903969997,0
0.08159061156814945,0.9966659280340305,0
0.27899110603922306,0.9602936856769448,0
1.0516458706284417,0.16592156638683642,1
1.3701837546695343,0.5072726584517239,1
0.018848439715399515,0.9998223523808092,0
0.6613118653236497,0.7501110696304614,0
0.34464292317451156,0.9387338576538761,0
-0.10661115427526958,0.9943007903969978,0
0.9949510169813002,0.10036171485121487,1
0.11909716009486199,0.9928826045698146,0
1.319952109325462,0.427567874405423,1
0.86707070116449,0.4981851053394909,0
1.0463943467342807,0.16247195995786579,1
0.7977944395385703,0.6029295416890256,0
-0.49715890026061393,0.9246731944720673,1
0.5620833778521274,0.827080574274564,0
-0.48668594420786804,0.8373628348051164,1
0.9876883405951378,0.15643446504023084,1
-0.4992894726405892,0.9623098173300655,1
0.8822912264349534,0.47070393216533246,0
0.379779095521796,0.9250772068344602,0
0.34356553495977654,0.01231165940486112,1
0.503623201635757,0.8639234171928375,0
0.15535707682548844,0.06126614234612393,1
-0.4450630751798048,0.6731119703450577,1
1.2375131173581846,0.3246671918789872,1
0.7705132427757883,0.6374239897486909,0
1.4297764858882585,0.6318754473153396,1
0.6564344650402409,0.012311659404863895,1
-0.003623201635757023,0.1360765828071625,1
0.6936533058128032,0.7203090248879086,0
-0.9928826045698161,0.11909716009484882,0
0.9872501257253438,0.12673754519008618,1
-9e-15,1.0,0
-0.41775462568398114,0.6028521093652195,1
-0.46029368567694307,0.7210088939607708,1
-0.7745030601987442,0.6325701619131119,0
-0.3340784336131708,0.44835412937156927,1
0.9834452049953297,0.1812057636271373,1
-0.031410759078137375,0.9995065603657313,0
-0.43145604568097035,0.9021339593681974,1
-0.323532597628427,0.43273105087324293,1
1.2417417727387499,0.32931442346329176,1
-0.8443279255020244,0.535826794978982,0
1.4995065603657323,0.9685892409218935,1
0.24522927431662428,0.03299851223756323,1
-0.3575266561936521,0.48556046621849336,1
0.9021339593682028,0.43145604568095886,0
0.23309801067963076,0.03627632170998851,1
0.7784623015670226,0.6276913612907016,0
-0.9961336091431744,0.08785119655072192,0
0.3855839922773915,0.922672739870117,0
0.5878511965507527,0.0038663908568283833,1
0.05724176896110289,0.1033589632147619,1
0.34977441087925043,0.011348255262084828,1
-0.850994481794701,0.5251746299612808,0
